user_id,recommended_movie_1,recommended_movie_2,recommended_movie_3,recommended_movie_4,recommended_movie_5,recommended_movie_6,recommended_movie_7,recommended_movie_8,recommended_movie_9,recommended_movie_10
662,292,682,990,1048,872,1014,538,334,754,949
476,109,975,411,226,476,409,628,930,1245,156
521,260,748,307,270,333,289,310,250,993,324
674,740,259,744,281,19,713,922,274,220,1033
911,754,292,690,315,949,207,116,900,157,304
88,260,674,333,879,324,262,249,271,270,350
390,292,303,538,949,116,690,713,744,294,334
176,898,288,887,1059,476,538,751,346,109,242
168,278,322,922,990,682,538,410,328,123,303
593,554,713,553,280,259,1401,303,596,471,740
613,306,310,331,259,902,305,498,307,270,699
223,259,310,892,270,1296,554,220,354,319,749
776,589,663,261,673,644,347,264,178,646,496
536,554,51,421,131,81,523,202,756,196,207
104,895,333,338,288,1059,307,304,322,323,271
233,498,707,509,510,494,306,487,131,315,607
471,311,136,633,319,644,543,347,309,214,401
297,23,58,182,79,195,423,96,1,168,92
766,311,136,306,900,319,83,483,190,347,207
305,900,949,872,663,93,642,640,9,919,190
686,742,118,82,281,96,300,257,748,845,421
697,538,1012,288,289,508,327,303,321,476,1059
710,218,1411,288,1483,751,264,431,602,522,900
7,673,792,469,108,430,961,522,770,648,448
335,754,326,302,268,682,313,264,333,286,879
362,292,346,887,321,319,331,682,937,538,327
774,156,234,651,195,261,200,83,483,96,218
928,322,292,326,754,990,1048,294,1014,315,321
287,975,322,1048,895,324,411,225,679,358,458
20,259,554,892,310,410,280,319,1401,990,1042
27,538,294,306,321,1012,303,288,289,508,328
77,521,58,71,357,423,96,181,79,100,127
719,924,107,319,1007,274,713,19,455,255,301
865,126,107,1084,303,255,1,936,724,740,286
224,340,900,347,264,924,1059,345,780,405,67
146,754,347,271,309,304,354,312,690,750,292
54,321,287,323,322,129,343,538,873,937,458
871,748,993,227,17,892,665,164,184,304,218
818,538,937,242,321,898,306,327,333,269,285
312,949,81,131,679,1101,735,45,339,292,792
248,754,326,895,304,315,292,111,1048,674,690
467,823,922,847,410,813,924,123,289,301,327
761,937,321,322,866,343,294,763,975,990,873
69,331,310,307,319,306,689,750,347,312,327
638,924,109,823,411,409,226,476,250,748,156
154,663,887,264,109,288,813,1007,464,898,268
252,922,845,281,274,322,744,879,287,682,123
878,189,114,513,525,116,428,483,70,214,747
447,249,260,879,679,975,763,160,362,845,820
550,340,322,268,286,319,754,347,302,304,895
365,322,845,763,328,281,294,282,343,682,742
457,421,763,281,82,163,241,81,866,501,33
775,288,340,109,302,476,751,1012,298,268,313
209,880,887,898,346,906,344,305,538,303,242
126,347,307,309,264,329,299,332,876,879,343
349,109,476,343,288,538,984,1025,1012,934,358
66,990,322,326,294,321,245,328,292,895,1014
862,521,58,482,518,23,411,629,92,522,469
114,1007,813,673,45,166,879,644,646,663,285
430,285,1014,1007,276,357,286,9,166,269,181
696,268,262,270,288,269,724,1022,408,303,319
781,724,136,189,262,45,169,270,1022,1098,268
371,748,156,288,307,101,226,258,302,1,168
279,823,1059,840,1074,924,792,1240,1401,561,686
625,924,1007,98,1,156,100,191,127,813,109
92,423,98,226,476,792,265,152,109,443,1047
498,518,58,250,504,482,654,357,285,151,408
138,521,192,507,647,763,285,820,1014,856,421
241,937,259,302,748,306,288,269,323,270,333
214,26,844,763,1073,334,845,421,281,124,10
41,663,213,189,615,724,136,481,262,466,525
632,249,879,270,310,260,259,421,45,1098,192
561,510,709,601,340,306,525,522,900,165,509
769,340,292,311,538,286,319,302,288,9,682
440,260,6,249,879,674,937,1098,270,396,653
182,294,748,237,117,281,118,763,127,7,866
559,554,633,281,81,470,756,51,274,421,576
487,993,1134,270,303,249,259,310,150,289,304
802,674,245,343,975,458,984,982,363,48,324
853,307,887,260,324,847,268,327,350,344,874
423,319,682,331,307,301,343,347,323,327,321
647,331,307,310,332,306,312,689,315,750,354
796,554,241,866,73,892,17,290,1046,163,380
575,136,302,261,156,214,663,83,45,311,644
12,306,510,192,48,509,604,603,525,483,530
340,900,311,136,207,949,190,724,690,51,1039
644,245,1012,538,458,370,343,749,1089,1313,864
691,879,192,48,679,521,96,511,12,261,195
488,554,311,319,604,306,633,51,315,313,294
937,538,898,242,288,887,334,346,268,1152,286
514,310,319,924,331,307,229,673,477,136,231
270,1170,936,303,724,900,428,1208,116,789,189
814,895,322,458,338,225,358,678,975,343,27
927,455,924,372,628,748,871,259,939,932,740
843,305,902,307,331,332,327,900,164,227,316
131,924,1007,813,847,327,301,307,823,319,331
246,679,249,409,261,532,350,299,27,324,975
99,476,21,1134,303,249,325,993,1240,304,1210
896,295,331,396,516,844,855,522,13,447,507
36,270,879,880,259,260,309,262,354,1175,892
568,306,896,305,331,319,297,311,327,902,301
869,288,333,302,879,289,276,323,328,313,268
266,311,319,306,292,269,302,880,242,288,347
449,744,937,220,1296,740,922,713,19,487,259
743,292,288,333,538,268,937,269,321,319,286
412,109,226,476,1245,156,184,431,101,227,141
736,408,249,1022,724,268,303,847,45,169,189
770,538,922,476,123,1152,246,823,150,126,744
888,679,879,45,261,249,339,225,409,81,322
357,763,278,476,922,281,471,975,282,410,328
83,311,340,846,51,343,347,373,900,102,319
724,879,322,892,678,343,990,323,358,379,309
347,763,241,866,73,33,820,553,614,993,421
670,707,306,937,498,1296,192,494,487,647,892
930,292,1048,754,340,872,538,596,682,93,642
832,880,319,937,306,269,259,310,302,270,268
745,340,343,311,717,642,292,347,106,458,319
192,924,823,327,255,922,25,307,1007,305,126
327,844,589,673,436,490,506,331,631,1014,292
844,408,936,21,303,249,189,476,238,325,724
31,260,521,285,879,820,679,249,129,518,975
394,866,1012,458,245,476,628,343,370,472,975
909,1014,872,493,949,681,525,990,937,528,285
539,107,924,724,19,255,740,713,305,259,455
382,679,339,949,45,292,872,81,261,630,249
597,975,895,324,260,249,358,333,674,325,129
64,673,813,45,178,879,251,845,589,331,83
587,307,260,324,331,748,310,750,879,327,289
881,673,307,331,633,924,770,211,98,646,182
607,306,242,492,1014,297,285,319,1007,10,331
475,288,313,302,294,268,286,304,319,303,690
172,990,294,281,274,756,275,319,1,257,328
677,476,975,27,147,338,895,628,109,984,325
75,322,682,292,744,990,845,334,844,596,321
405,900,225,1039,51,280,665,554,690,207,596
78,934,1025,990,358,678,125,1048,340,538,535
164,338,343,109,288,924,340,322,358,298,1016
331,322,343,879,458,674,492,321,873,108,845
617,261,1098,324,674,262,350,260,299,264,27
422,476,1012,1059,895,975,538,472,147,291,1048
3,270,879,682,310,319,292,259,937,333,354
702,307,332,331,305,327,306,288,886,323,689
38,311,846,1101,51,102,990,642,596,554,343
532,1059,1048,340,670,436,225,458,322,596,589
900,285,1014,100,1007,288,9,408,286,276,919
667,249,421,763,259,181,270,151,289,310,748
293,310,331,270,178,750,268,879,333,324,262
765,285,19,517,880,487,1014,493,855,1007,116
682,338,748,310,225,307,477,259,710,636,379
103,303,259,1,740,127,107,286,100,274,302
668,305,303,255,327,316,268,270,301,346,676
50,898,538,346,887,906,1059,303,113,242,308
236,879,322,845,225,310,477,178,319,300,421
594,324,754,268,674,249,262,333,898,1098,408
73,679,261,45,1014,525,511,664,513,192,521
602,245,748,303,323,327,288,332,328,749,306
158,679,26,1073,1048,81,249,844,421,281,845
256,596,900,1048,370,472,1208,413,934,630,65
715,689,312,310,331,354,332,322,280,347,315
336,281,410,596,471,1401,595,278,148,248,291
543,679,26,81,281,45,1073,249,630,1048,421
220,538,292,321,346,898,1012,345,277,682,713
142,679,249,324,879,98,333,234,100,156,655
709,307,332,993,447,338,331,748,164,289,147
280,343,370,458,1012,245,628,340,871,331,295
779,259,304,892,303,690,310,354,270,280,682
316,949,294,1,269,554,990,451,302,274,216
265,322,343,990,1025,682,281,321,846,319,458
463,538,713,744,896,292,1152,346,277,922,334
219,253,292,303,690,249,1134,304,653,339,754
300,754,895,749,245,326,264,321,458,292,330
57,343,322,458,281,471,294,756,291,596,121
375,476,628,1012,109,411,1118,295,147,544,975
874,310,879,319,259,270,307,323,301,742,45
759,259,294,302,343,257,310,313,307,327,282
361,45,191,83,214,153,496,419,215,81,189
914,245,343,681,306,932,999,717,930,1620,1297
210,521,173,183,241,92,228,187,71,22,423
858,303,880,538,936,113,253,1152,285,476,268
943,458,338,1012,53,147,245,291,90,280,227
251,302,286,319,127,318,274,9,924,7,1007
151,295,10,331,273,961,606,61,469,1012,447
799,310,879,306,319,312,311,1296,354,347,270
866,343,1025,340,292,990,681,311,754,321,717
110,245,866,343,674,458,749,892,294,895,763
145,754,1059,1048,340,895,596,292,93,225,280
618,51,900,156,214,65,523,630,603,162,584
368,879,326,358,322,328,333,690,748,294,895
483,305,327,307,331,896,332,306,344,259,714
452,322,879,500,339,682,845,319,756,225,248
493,281,274,845,421,248,922,26,81,471,742
468,1170,303,487,936,114,382,1098,189,212,445
